ORG_ID,WATER_SUPPLIER_NAME,WORKSHEET_NAME,REVIEWED_BY_DWR,REQUIREMENTS_ADDRESSED,WATER_DEMAND_TYPE,WATER_DEMAND_VOLUME_2020,WATER_DEMAND_VOLUME_2025,WATER_DEMAND_VOLUME_2030,WATER_DEMAND_VOLUME_2035,WATER_DEMAND_VOLUME_2040,WATER_DEMAND_VOLUME_2045
2690,West Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2690,West Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,20099,23458,25036,26612,28188,29764
2691,Westborough Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2691,Westborough Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,329,316.84,313.43,311.39,310.44,310.24
2691,Westborough Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2697,Western Municipal Water District Of Riverside,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1758,1940,2598,3480,4032,4032
2697,Western Municipal Water District Of Riverside,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2697,Western Municipal Water District Of Riverside,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,26742.92,30166.75,33879.49,37792.19,42154.85,46939.57
2704,Westminster  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2704,Westminster  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2704,Westminster  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,10654,11079.7,11021.6,10938,10837,10836
2723,Whittier  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,6848,7147,7305,7468,7632,7802
2723,Whittier  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,58,70,70,70,70,70
2723,Whittier  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2751,Windsor  Town Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,4288,4910,5343,5803,6258,0
2751,Windsor  Town Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2751,Windsor  Town Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1267,1594,1612,1811,2370,
2766,Woodland  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,151,602,677,677,677,
2766,Woodland  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2766,Woodland  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,10353,12596,13298,14039,14820,15645
2782,Yorba Linda Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,19320,19133,19402,19414,19400,19333
2782,Yorba Linda Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2782,Yorba Linda Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2789,Yreka  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,,,,,,
2789,Yreka  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,2187,2044,2019,1981,1936,1889
2789,Yreka  City Of,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2790,Yuba City,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,14099,14935,15480,16150,16995,17830
2790,Yuba City,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,530,650,650,650,650,650
2790,Yuba City,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
2793,Yucaipa Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Demand,1374,3630,3800,4000,4200,4400
2793,Yucaipa Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Potable and Raw Water,11344,12658,12026,11430,10872,10346
2793,Yucaipa Valley Water District,Table 4-3 Retail: Total Water Demands,No,N/A,Recycled Water Storage Deduction,,,,,,
